Group,Nom,Nationalité,DDN,Titre,TypeDesign,TypeDesignCode,DDC,Acquisition,Dimensions,MST,DCU,DAU,TypeAcquisition,Sexe,img,,,,
4611,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Developper for Executive Copier 102,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,21.4 x 9 x 9 cm,"Carton imprimé, plié et collé",1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4612,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM PS/1,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,59 x 50 x 50 cm,"Carton craft imprimé, plié et collé",1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4613,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM First Class Mail,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"10,3 x 7,4 cm",Impression offset sur papier auto-collant,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4614,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM High Density Toner,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,13 x 13 x 41 cm,Carton imprimé plié et collé,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4615,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"30,4 x 41 cm",Papier imprimé,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4616,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM 463 Ribbon,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,25 x 12 x 17 cm,Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4617,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Wheel Printer Starter Pac,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"16,5 x 16,5 x 42 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4618,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM High Yield Correctable Film Ribbon,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"16,7 x 16,5 x 7,7 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4619,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Wheelwriter Starter,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"17 x 17 x 28,5 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4620,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"30,5 x 22,8 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4621,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM Ligne graphique,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"78,5 x 78,5 cm",Collages sur support,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4622,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Supply Kit,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"15 x 24,5 x 16,5 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4623,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Supply Kit,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"34 x 41,5 x 29 cm",Carton imprimé et plié fermé par velcro,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4624,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Quiet Non-Correcting Ribbon,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"15,5 x 14,8 x 3,7 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4625,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM Credit Corporation,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"24 x 10,6 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4626,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM Nuancier,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"8,3 x 19,2 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4627,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Wheel Printer Starter Pac,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,28 x 42 x 17 cm,Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4628,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM Internal Mail,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"33 x 25,4 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4629,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Quietwriter Printer Starter Pac,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,31 x 42 x 17 cm,Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4630,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Black Ink Cartridge,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"11 x 9,6 x 2,8 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4631,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM Internal Mail,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"24 x 10,6 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4632,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique Designing and Making,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"10,5 x 14,8 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4633,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM 2. OMB 3.5 Diskette,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"10,4 x 10,7 x 4,8 cm","Boîtier : Polystyrène
Papier imprimé
Disquette : plastique et métal",1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4634,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"21,5 x 28 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4635,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM Image graphique de l'entreprise,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"52,7 x 73,4 cm",Photocopies couleur contrecollées sur carton,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4636,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM High Yield Correctable Film Ribbon,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"7.5 x 15.7 x 2,6 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4637,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM High Yield Correctable Film Ribbon,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"7.5 x 15.7 x 2,6 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4638,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Quiet Correcting Ribbon,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"15,8 x 14,8 x 3,7 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4639,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM 1. OMB 3.5 Diskette,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"10,3 x 10,6 x 4,8 cm","Boîtier : Polystyrène
Papier imprimé
Disquettes : plastique et métal",1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4640,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Roll Paper for 3852 Color Printer,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"28,5 x 22 x 7,5 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4641,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique Correspondance personnalisée,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"18,5 x 26,7 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4642,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Lift off Tape,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"6.4 x 22 x 2,5 cm",Carton imprimé et plié,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4643,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Identité graphique IBM,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,"29,4 x 14 cm",Impression offset,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4644,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Hight Yield Toner,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,13 x 13 x 41 cm,Carton imprimé plié et collé,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4645,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM High Yield Toner,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,13 x 13 x 41 cm,Carton imprimé plié et collé,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4646,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM Supply Kit,Design Graphique/ Illustration,2,1974 - 1990,Don d' IBM en 1992,8 x 17 x 17 cm,Carton imprimé,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4647,Pierre DI SCIULLO,française,"1961, Paris (France)",Affiche Samedi 5 mai,Design Graphique/ Illustration,2,1990,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"40 x 61,5 cm",Impression offset,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4648,Pierre DI SCIULLO,française,"1961, Paris (France)",Affiche Samedi 5 mai,Design Graphique/ Illustration,2,1990,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"40 x 61,5 cm",Impression offset,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4649,Pierre DI SCIULLO,française,"1961, Paris (France)",Affiche Samedi 5 mai,Design Graphique/ Illustration,2,1990,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"40 x 61,5 cm",Impression offset,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4650,Pierre DI SCIULLO,française,"1961, Paris (France)",Affiche Samedi 5 mai,Design Graphique/ Illustration,2,1990,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"40 x 61,5 cm",Impression offset,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4651,Ross LOVEGROVE,britannique,"1958, Cardiff (Royaume-Uni)","London Underground, Station Plan",Design Graphique/ Illustration,2,1990,Don Ross Lovegrove en 2017,"21 x 29,7 cm",Crayon et stylo sur papier,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4652,"SAVIGNAC (Raymond SAVIGNAC, dit)",française,"1907, Paris (France) - 2002, Trouville-sur-Mer (Calvados, France)","Affiche Festival d'affiches de Chaumont, 2 - 3 juin 1990",Design Graphique/ Illustration,2,1990,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4653,"SAVIGNAC (Raymond SAVIGNAC, dit)",française,"1907, Paris (France) - 2002, Trouville-sur-Mer (Calvados, France)",Affiche Premières rencontres,Design Graphique/ Illustration,2,1990,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,118 x 175 cm,Impression offset,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4654,Walter ALLNER,allemande,"1909, Dessau (Allemagne) - 2006, New York (New York, États-Unis)",Affiche PAX,Design Graphique/ Illustration,2,1980 - 1990,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"61,5 x 91,5 cm",Impression offset,1990,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
4655,Alessandro MENDINI,italienne,"1931, Milan (Italie) - 2019, Milan (Italie)",Montre Metroscape,Design d'Objet,3,1990,Don de Swatch en 1992,"hauteur: 23 cm
diamètre: 3,5 cm",Boîtier en ABS moulé par micro-injection. Bracelet en polychlorure de vinyle souple,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4656,Alessandro MENDINI,italienne,"1931, Milan (Italie) - 2019, Milan (Italie)",Montre Cosmesis,Design d'Objet,3,1990,Don de Swatch en 1992,"23 x 3,5 cm",Boîtier en ABS moulé par micro-injection. Bracelet en polychlorure de vinyle souple,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4657,Alessandro MENDINI,italienne,"1931, Milan (Italie) - 2019, Milan (Italie)",Boîte Peyrano,Design d'Objet,3,1989 - 1990,Don d' Alessi en 1992,12 x 18 x 28 cm,Acier inoxydable 18/10,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4658,Antonio CITTERIO,italienne,"1950, Meda (Italie)",Chariot Gastone,Design d'Objet,3,1990,Don de Kartell en 2000,74 x 68 x 62 cm,"ABS, charge en additif, verni et traité anti-griffe.
Moulage par réaction. Structure en acier chromé et pieds en aluminium brillant moulé sous pression. Mécanisme de fermeture à pantographe",1990,2000,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4659,Dietrich LUBS,allemande,"1938, Berlin (Allemagne)",Réveil DB 10 sl,Design d'Objet,3,1990,Don de Braun en 1992,"9,5 x 8 x 8,5 cm",ABS,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4660,Dietrich LUBS,allemande,"1938, Berlin (Allemagne)",Réveil DB 10 fsl,Design d'Objet,3,1990,Don de Braun en 1992,10 x 8 x 9 cm,ABS,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4661,Dietrich LUBS,allemande,"1938, Berlin (Allemagne)",Calculatrice ET 88,Design d'Objet,3,1990,Don de Braun en 1992,"14 x 8 x 1,5 cm",ABS,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4662,Ettore SOTTSASS,italienne (autrichienne à la naissance),"1917, Innsbruck (Autriche) - 2007, Milan (Italie)",Couvert Nuovo Milano,Design d'Objet,3,1987 - 1990,Don d' Alessi en 1992,,Acier inoxydable,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4663,Ettore SOTTSASS,italienne (autrichienne à la naissance),"1917, Innsbruck (Autriche) - 2007, Milan (Italie)",Surtout CT 0229,Design d'Objet,3,1990,Don d' Alessi en 1994,"hauteur: 14 cm
diamètre: 30 cm",Tilleul naturel et teint,1990,1994,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4664,Ettore SOTTSASS,italienne (autrichienne à la naissance),"1917, Innsbruck (Autriche) - 2007, Milan (Italie)",Surtout CT 0230,Design d'Objet,3,1990,Don d' Alessi en 1994,"hauteur: 14 cm
diamètre: 30 cm",Tilleul naturel et teint,1990,1994,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4665,Giovanni LEVANTI,italienne,"1956, Palerme (Italie)",Corbeille à fruits,Design d'Objet,3,1990,Don d' Alessi en 1992,"hauteur: 30 cm
diamètre: 30 cm",Aulne,1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4666,Jasper MORRISON,britannique,"1959, Londres (Royaume-Uni)",Poignée de porte Doorhandle Series 1144,Design d'Objet,3,1990,"Don de FSB, 2012","32 x 21 x 12,5 cm",Aluminium brossé,1990,2012,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4667,Michele DE LUCCHI,italienne,"1951, Ferrare (Italie)",Lampe Macchina Minima n.7,Design d'Objet,3,1990,Don de l'artiste en 2004,"150 x 80 cm
diamètre: 26 cm",Métal laiton acier chromé et papier,1990,2004,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4668,Olivier GAGNÈRE,française,"1952, Boulogne-Billancourt (Seine)",Vase Tour,Design d'Objet,3,1990,Don des Faïenceries de Quimper en 1997,"hauteur: 35 cm
diamètre: 14 cm",Terre cuite,1990,1997,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
4669,Paul RAND,américaine,"1914, New York (New York, États-Unis) - 1996, New York (New York, États-Unis)",Packaging IBM 8mn Data Cartridge,Design d'Objet,3,1974 - 1990,Don d' IBM en 1992,"10,2 x 6,8 x 2 cm","Boîtier : Polystyrène
Papier imprimé
Cassette : ABS",1990,1992,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
